application_id,outcome
Record_833255,2
Record_833259,2
Record_833288,2
Record_833458,2
Record_833675,2
Record_834077,2
Record_834256,2
Record_834653,2
Record_834789,2
Record_834801,2
Record_834905,2
Record_835156,2
Record_835322,2
Record_835515,2
Record_835585,2
Record_835639,2
Record_835818,2
Record_835860,2
Record_835861,2
Record_836044,2
Record_836045,2
Record_836066,2
Record_836096,2
Record_836101,2
Record_836271,0
Record_836612,2
Record_836867,1
Record_837085,2
Record_837170,1
Record_837172,2
Record_837606,2
Record_837820,2
Record_838067,2
Record_838132,2
Record_838502,2
Record_838518,2
Record_838547,2
Record_838608,0
Record_838701,2
Record_838770,2
Record_838921,1
Record_838936,2
Record_838938,0
Record_838964,1
Record_839068,0
Record_839148,2
Record_839250,1
Record_839300,2
Record_839319,2
Record_839407,2
Record_839457,1
Record_839461,2
Record_839499,2
Record_839589,1
Record_839782,2
Record_839984,2
Record_840012,2
Record_840100,1
Record_840220,2
Record_840240,2
Record_840250,2
Record_840299,2
Record_840338,2
Record_840423,2
Record_840467,2
Record_840554,1
Record_840795,2
Record_840884,1
Record_674674,1
Record_841125,2
Record_841446,2
Record_841496,2
Record_841512,2
Record_841641,2
Record_841689,2
Record_842090,2
Record_842353,2
Record_842433,2
Record_842440,2
Record_842511,2
Record_842588,2
Record_842834,1
Record_843161,2
Record_843222,2
Record_843382,1
Record_843524,2
Record_843702,2
Record_843709,2
Record_843715,2
Record_843804,2
Record_844036,0
Record_844079,2
Record_844121,2
Record_844136,2
Record_844161,2
Record_844170,2
Record_844258,2
Record_844304,2
Record_844413,2
Record_844436,2
Record_844553,2
Record_844586,2
Record_844599,2
Record_844619,2
Record_844651,2
Record_844894,2
Record_845318,0
Record_845510,2
Record_845629,2
Record_845765,2
Record_845785,2
Record_845799,1
Record_845820,2
Record_846156,2
Record_846364,2
Record_846501,1
Record_846703,2
Record_846873,2
Record_847252,2
Record_847435,2
Record_847464,2
Record_847749,2
Record_847800,2
Record_847855,2
Record_847870,2
Record_847926,2
Record_847958,2
Record_847971,2
Record_847983,2
Record_847984,1
Record_848135,2
Record_848186,1
Record_848327,2
Record_848352,2
Record_848457,2
Record_848495,2
Record_848550,1
Record_848581,2
Record_848603,2
Record_848745,0
Record_848776,2
Record_848822,2
Record_848889,2
Record_849023,0
Record_849040,2
Record_849185,2
Record_849251,2
Record_849319,2
Record_849443,2
Record_849638,2
Record_849781,2
Record_849923,2
Record_849943,1
Record_850093,2
Record_850105,1
Record_850299,2
Record_850321,2
Record_850514,0
Record_850672,2
Record_850826,2
Record_850904,2
Record_851040,2
Record_851057,2
Record_851520,1
Record_851652,2
Record_851869,2
Record_851936,2
Record_851950,2
Record_851973,2
Record_852295,1
Record_852331,2
Record_852572,2
Record_852579,2
Record_852790,2
Record_852835,2
Record_853131,2
Record_853271,2
Record_853277,2
Record_853344,2
Record_853544,2
Record_853767,2
Record_853829,2
Record_853966,2
Record_854007,2
Record_854068,2
Record_854104,2
Record_854248,2
Record_854312,2
Record_854431,2
Record_854662,2
Record_854725,2
Record_854772,2
Record_854801,2
Record_854839,1
Record_854982,2
Record_855011,2
Record_855286,2
Record_855610,2
Record_855678,0
Record_855816,2
Record_855900,2
Record_856043,2
Record_856060,2
Record_856058,2
Record_856103,2
Record_856353,2
Record_856475,2
Record_856597,1
Record_856730,2
Record_856940,2
Record_857045,2
Record_857654,2
Record_857798,2
Record_858078,0
Record_858143,2
Record_858321,2
Record_858349,0
Record_858476,2
Record_858673,2
Record_858740,2
Record_858824,2
Record_858832,2
Record_859011,0
Record_859093,2
Record_859210,2
Record_859229,2
Record_859240,1
Record_859445,1
Record_859461,2
Record_859565,2
Record_859571,2
Record_859586,2
Record_859619,2
Record_859650,2
Record_859753,2
Record_859957,2
Record_860156,2
Record_860212,2
Record_860406,2
Record_860451,2
Record_860469,2
Record_860665,2
Record_860727,2
Record_860797,2
Record_860979,2
Record_861254,2
Record_861323,2
Record_861639,2
Record_861692,2
Record_860344,2
Record_861708,2
Record_861932,2
Record_862071,2
Record_862128,2
Record_862194,2
Record_862247,2
Record_862707,0
Record_862995,2
Record_863120,2
Record_863245,2
Record_863525,1
Record_863904,2
Record_864083,2
Record_864098,2
Record_864158,2
Record_864242,2
Record_864304,1
Record_864483,2
Record_864492,1
Record_864652,2
Record_864683,2
Record_864756,2
Record_864836,2
Record_864889,2
Record_864925,2
Record_864926,2
Record_865020,2
Record_865195,2
Record_865199,2
Record_865235,2
Record_865484,2
Record_865582,2
Record_865634,2
Record_865746,1
Record_865770,2
Record_865859,2
Record_865969,2
Record_866071,2
Record_866109,1
Record_866126,1
Record_866212,0
Record_866245,2
Record_866307,2
Record_866355,2
Record_866441,2
Record_866504,2
Record_866570,1
Record_866697,2
Record_866711,2
Record_867015,1
Record_867182,2
Record_867359,2
Record_867454,2
Record_867491,1
Record_867568,2
Record_867682,2
Record_867938,2
Record_867960,2
Record_867965,2
Record_868040,2
Record_868059,2
Record_868339,2
Record_868362,2
Record_868625,2
Record_868656,2
Record_868680,2
Record_868948,2
Record_869302,0
Record_869308,1
Record_869335,0
Record_869401,2
Record_869492,2
Record_869836,2
Record_869932,2
Record_870152,2
Record_870284,2
Record_870413,2
Record_870420,1
Record_870744,1
Record_870855,1
Record_871224,2
Record_871480,2
Record_871504,1
Record_871584,2
Record_871653,2
Record_871696,1
Record_871718,2
Record_871736,2
Record_871839,2
Record_871938,2
Record_871951,2
Record_871988,2
Record_872067,2
Record_872103,2
Record_872192,2
Record_872209,2
Record_872263,1
Record_872301,2
Record_872400,2
Record_872448,1
Record_872571,1
Record_872960,2
Record_873091,2
Record_873133,0
Record_873194,0
Record_873285,2
Record_873407,2
Record_873596,2
Record_873659,2
Record_873825,2
Record_874378,2
Record_874771,2
Record_874780,2
Record_874994,2
Record_875327,1
Record_875473,2
Record_875595,2
Record_876085,2
Record_876132,2
Record_876181,2
Record_876392,2
Record_876450,2
Record_876523,1
Record_876699,2
Record_876875,2
Record_877126,2
Record_877285,2
Record_877367,2
Record_877423,2
Record_877424,1
Record_877502,2
Record_877577,2
Record_877709,2
Record_878242,2
Record_878391,2
Record_878438,2
Record_878509,2
Record_878619,2
Record_878621,2
Record_878840,2
Record_878954,2
Record_879208,2
Record_879382,2
Record_879444,2
Record_879591,1
Record_879693,0
Record_879778,1
Record_879888,2
Record_879905,2
Record_879936,1
Record_879977,2
Record_880024,2
Record_880037,2
Record_880070,2
Record_880239,1
Record_880242,2
Record_880298,2
Record_880365,2
Record_880406,2
Record_880443,2
Record_880567,2
Record_880722,2
Record_880728,2
Record_880744,2
Record_880840,2
Record_880868,2
Record_880924,0
Record_881068,2
Record_881196,2
Record_881282,2
Record_881545,2
Record_881560,2
Record_881601,0
Record_881628,2
Record_881659,2
Record_881724,2
Record_881802,2
Record_881885,2
Record_882316,2
Record_882476,2
Record_882510,2
Record_882804,2
Record_882987,2
Record_883182,0
Record_883291,2
Record_883365,2
Record_883506,2
Record_883527,2
Record_883598,1
Record_883613,2
Record_883711,2
Record_883814,2
Record_883912,2
Record_884090,1
Record_884135,2
Record_884145,2
Record_884186,2
Record_884227,2
Record_884330,2
Record_884414,2
Record_884575,2
Record_884577,2
Record_884619,2
Record_884628,0
Record_884712,2
Record_884792,2
Record_884968,2
Record_884984,1
Record_885005,2
Record_885111,2
Record_885158,2
Record_885298,2
Record_885452,2
Record_885462,1
Record_885473,1
Record_885535,2
Record_885565,0
Record_885650,2
Record_885664,2
Record_885773,2
Record_885930,1
Record_885964,2
Record_886029,2
Record_886181,2
Record_886224,2
Record_886261,2
Record_886272,2
Record_886476,2
Record_886484,2
Record_886597,2
Record_886639,2
Record_886716,2
Record_886717,2
Record_886740,2
Record_886741,2
Record_886788,1
Record_886808,2
Record_886876,2
Record_886974,1
Record_887058,2
Record_887142,2
Record_887163,2
Record_887232,2
Record_887239,2
Record_820222,2
Record_887307,2
Record_887317,2
Record_887336,2
Record_887340,1
Record_887442,2
Record_887491,2
Record_887524,2
Record_887597,2
Record_887630,2
Record_887652,2
Record_887695,2
Record_887711,2
Record_887800,2
Record_887830,2
Record_888042,0
Record_888142,1
Record_888239,1
Record_888315,2
Record_888475,2
Record_888847,2
Record_888949,2
Record_889321,2
Record_889353,2
Record_889358,2
Record_889369,2
Record_889438,2
Record_889472,2
Record_889640,2
Record_889671,2
Record_889784,2
Record_888798,2
Record_890101,2
Record_890253,2
Record_890271,2
Record_890275,2
Record_890365,2
Record_890512,2
Record_890552,2
Record_890556,2
Record_890563,2
Record_890663,2
Record_890764,2
Record_890787,2
Record_890820,2
Record_890912,2
Record_891017,2
Record_891127,2
Record_891246,2
Record_891259,2
Record_891338,2
Record_891613,2
Record_891833,2
Record_891861,2
Record_892006,2
Record_892117,2
Record_892144,1
Record_892321,2
Record_892477,2
Record_893071,2
Record_893255,2
Record_893296,1
Record_893737,2
Record_893753,2
Record_894006,2
Record_894193,1
Record_894606,2
Record_894635,2
Record_894638,0
Record_894930,2
Record_894970,2
Record_894982,2
Record_894992,2
Record_895324,2
Record_895437,2
Record_895443,2
Record_895467,2
Record_895527,2
Record_895594,2
Record_895752,1
Record_895774,2
Record_895859,2
Record_895864,2
Record_895898,2
Record_896002,2
Record_896013,2
Record_896173,2
Record_896239,2
Record_896352,2
Record_896540,2
Record_896565,2
Record_896603,2
Record_896735,0
Record_896791,2
Record_897018,2
Record_897213,2
Record_897217,1
Record_897379,2
Record_897482,2
Record_897522,2
Record_897539,2
Record_897540,2
Record_897593,2
Record_897668,2
Record_897669,2
Record_897734,2
Record_897790,2
Record_897808,1
Record_897876,2
Record_897904,2
Record_897987,2
Record_898016,2
Record_898241,2
Record_898302,2
Record_898703,1
Record_898727,1
Record_898738,2
Record_898772,2
Record_898774,2
Record_899029,1
Record_899046,1
Record_899214,1
Record_899380,1
Record_899581,2
Record_899683,0
Record_899811,1
Record_899862,2
Record_899934,1
Record_899936,2
Record_899959,1
Record_900000,2
Record_900268,2
Record_900406,2
Record_900719,2
Record_900736,2
Record_900786,2
Record_900794,2
Record_900818,2
Record_900837,2
Record_900954,2
Record_901064,2
Record_901190,2
Record_901304,2
Record_901435,2
Record_901683,2
Record_901725,1
Record_901748,2
Record_901766,2
Record_902104,1
Record_902184,1
Record_902204,2
Record_902259,2
Record_902276,2
Record_902297,2
Record_902369,1
Record_902378,2
Record_902454,2
Record_902544,0
Record_902615,1
Record_902626,2
Record_902682,2
Record_902709,2
Record_902715,2
Record_902804,2
Record_902971,2
Record_903144,2
Record_903251,2
Record_903434,2
Record_903470,2
Record_903610,2
Record_903660,2
Record_903818,2
Record_903841,0
Record_903986,2
Record_904125,2
Record_904136,2
Record_904140,2
Record_904142,2
Record_904503,2
Record_904528,2
Record_904616,0
Record_904643,2
Record_904713,2
Record_904774,0
Record_904838,2
Record_904867,2
Record_904907,0
Record_904943,2
Record_904948,2
Record_905389,2
Record_905453,2
Record_905542,2
Record_905567,2
Record_905744,1
Record_906362,2
Record_906367,2
Record_906540,2
Record_906576,2
Record_906929,2
Record_907073,2
Record_907097,2
Record_907187,2
Record_907240,2
Record_907309,2
Record_907491,2
Record_907563,2
Record_907601,2
Record_907694,2
Record_907752,2
Record_907785,2
Record_907788,1
Record_907935,2
Record_908047,2
Record_908242,2
Record_908349,2
Record_908696,2
Record_908928,1
Record_909115,2
Record_909197,2
Record_909237,2
Record_909254,2
Record_909259,2
Record_909305,2
Record_909465,2
Record_909505,2
Record_909641,0
Record_909700,2
Record_909927,2
Record_910146,2
Record_910172,2
Record_910467,2
Record_910568,2
Record_910665,0
Record_910723,2
Record_910856,0
Record_910863,2
Record_911000,2
Record_911020,2
Record_911183,2
Record_911249,2
Record_911320,2
Record_911726,2
Record_911979,2
Record_912036,2
Record_912183,2
Record_912249,2
Record_912351,2
Record_912413,2
Record_912450,1
Record_912621,2
Record_912747,2
Record_912770,1
Record_912797,2
Record_912808,2
Record_912838,2
Record_912879,2
Record_912997,0
Record_913162,1
Record_913167,2
Record_913178,2
Record_913316,2
Record_913236,2
Record_913411,1
Record_913457,2
Record_913485,2
Record_913553,2
Record_913663,2
Record_913705,1
Record_913752,2
Record_913856,2
Record_914004,2
Record_914020,2
Record_914031,2
Record_914045,2
Record_914077,2
Record_914165,2
Record_914286,2
Record_914313,2
Record_914382,2
Record_914446,2
Record_914614,2
Record_914688,2
Record_914855,2
Record_914933,1
Record_915266,2
Record_915285,2
Record_915647,2
Record_916071,0
Record_916115,2
Record_916179,2
Record_916428,2
Record_916592,2
Record_916865,2
Record_916909,2
Record_917110,0
Record_917370,2
Record_917461,2
Record_917506,2
Record_917693,2
Record_917741,2
Record_917921,2
Record_917980,2
Record_918072,2
Record_918337,2
Record_918378,2
Record_918384,2
Record_918408,2
Record_918479,2
Record_918572,2
Record_918589,2
Record_918855,2
Record_919000,2
Record_919010,2
Record_919112,2
Record_919152,2
Record_919233,2
Record_919249,2
Record_919559,2
Record_919715,2
Record_919765,2
Record_919837,2
Record_919889,2
Record_919913,2
Record_920190,1
Record_920242,2
Record_920255,2
Record_920364,2
Record_920373,2
Record_920472,2
Record_920509,2
Record_920512,2
Record_920638,2
Record_920930,2
Record_920956,2
Record_921003,2
Record_921118,2
Record_921147,2
Record_921200,2
Record_921239,2
Record_921407,1
Record_921654,2
Record_921678,2
Record_921720,0
Record_921728,2
Record_921900,2
Record_921917,2
Record_922102,1
Record_922112,2
Record_922136,1
Record_922229,2
Record_922245,2
Record_922278,2
Record_922324,0
Record_922339,2
Record_922341,2
Record_922455,2
Record_922639,2
Record_922654,2
Record_922909,2
Record_922967,2
Record_923452,2
Record_923486,2
Record_923541,2
Record_923545,1
Record_923624,1
Record_923716,2
Record_923949,2
Record_923996,2
Record_924019,2
Record_924023,2
Record_924032,2
Record_924202,2
Record_924353,2
Record_924388,1
Record_924417,2
Record_924815,2
Record_924860,0
Record_924904,0
Record_925013,2
Record_925021,2
Record_925027,1
Record_925029,2
Record_925249,2
Record_925348,2
Record_925603,2
Record_925652,2
Record_925844,2
Record_925882,2
Record_925906,2
Record_925929,2
Record_926043,2
Record_926078,2
Record_926168,2
Record_926193,2
Record_926200,2
Record_926430,2
Record_926460,2
Record_926529,2
Record_926531,1
Record_926835,2
Record_927391,2
Record_927497,0
Record_927511,2
Record_927596,2
Record_927650,2
Record_927912,1
Record_927944,2
Record_928062,2
Record_928143,2
Record_928226,2
Record_928229,2
Record_928282,2
Record_928409,2
Record_928509,1
Record_928728,2
Record_928757,2
Record_928808,2
Record_928802,2
Record_928865,0
Record_928914,2
Record_928926,2
Record_928983,2
Record_929260,2
Record_929284,2
Record_929300,2
Record_929311,2
Record_929568,2
Record_929614,2
Record_929755,2
Record_929788,2
Record_929834,2
Record_929852,2
Record_929863,2
Record_929873,2
Record_929916,2
Record_929934,2
Record_929939,0
Record_930025,2
Record_930027,2
Record_930067,2
Record_930087,2
Record_930254,2
Record_930268,2
Record_930332,2
Record_930412,0
Record_930430,0
Record_930512,2
Record_930517,2
Record_930544,2
Record_930571,2
Record_930589,2
Record_930593,2
Record_930754,2
Record_930789,2
Record_930791,1
Record_930820,2
Record_930845,2
Record_930848,2
Record_931101,2
Record_931115,2
Record_931187,2
Record_931288,2
Record_931372,2
Record_931391,2
Record_931440,2
Record_931467,2
Record_931477,2
Record_931577,2
Record_931648,2
Record_931715,2
Record_931765,0
Record_931793,2
Record_931913,2
Record_931979,2
Record_932023,2
Record_932118,2
Record_932303,0
Record_932410,2
Record_932484,2
Record_932565,2
Record_932770,2
Record_932810,2
Record_933187,2
Record_933230,2
Record_933695,2
Record_933789,2
Record_933809,2
Record_933829,2
Record_933876,2
Record_934004,0
Record_934094,2
Record_934158,2
Record_934204,2
Record_934211,2
Record_934227,2
Record_934276,2
Record_934284,2
Record_934343,2
Record_934464,2
Record_934493,2
Record_934719,2
Record_934744,2
Record_934759,2
Record_934792,2
Record_934809,2
Record_934927,2
Record_934930,2
Record_935243,2
Record_935303,2
Record_935614,2
Record_935717,2
Record_935902,2
Record_935954,2
Record_935993,2
Record_936064,2
Record_936119,2
Record_936363,2
Record_936387,2
Record_936465,2
Record_936525,2
Record_936529,2
Record_936583,2
Record_936706,0
Record_936735,0
Record_936805,2
Record_937047,2
Record_937310,2
Record_937405,2
Record_937555,2
Record_937567,2
Record_937547,1
Record_937641,0
Record_937647,2
Record_937676,2
Record_937773,2
Record_938254,2
Record_938339,2
Record_938367,2
Record_938383,2
Record_938399,2
Record_938385,2
Record_938422,1
Record_938477,2
Record_938600,2
Record_938641,2
Record_938679,2
Record_938733,2
Record_938919,2
Record_938931,2
Record_939076,2
Record_939169,2
Record_939261,1
Record_939328,2
Record_939475,2
Record_940095,2
Record_940114,2
Record_940115,2
Record_940291,2
Record_940300,2
Record_940371,2
Record_940407,1
Record_940561,2
Record_940755,2
Record_940806,2
Record_940893,2
Record_940896,2
Record_941171,2
Record_941319,2
Record_941358,2
Record_941368,2
Record_941369,2
Record_941396,2
Record_941426,2
Record_941485,2
Record_941602,2
Record_941775,2
Record_941824,2
Record_941875,2
Record_941919,1
Record_942024,2
Record_942099,2
Record_942104,2
Record_942163,2
Record_942313,2
Record_942337,2
Record_942360,2
Record_942646,2
Record_942729,2
Record_942732,2
Record_942754,2
Record_942785,2
Record_942818,2
Record_942884,2
Record_942899,1
Record_942958,2
Record_943050,2
Record_943256,2
Record_943354,2
Record_943372,2
Record_943432,2
Record_943584,0
Record_943618,2
Record_943631,2
Record_943645,2
Record_943702,1
Record_943851,2
Record_943882,2
Record_944043,2
Record_944204,2
Record_944241,2
Record_944295,1
Record_944572,2
Record_944586,2
Record_944654,2
Record_944807,2
Record_945548,2
Record_945765,2
Record_945834,2
Record_945847,2
Record_946136,2
Record_946191,2
Record_946212,2
Record_946660,2
Record_946741,2
Record_946892,2
Record_946896,2
Record_946935,2
Record_947075,2
Record_947139,2
Record_947321,2
Record_947429,2
Record_948052,2
Record_948030,2
Record_948067,2
Record_948136,2
Record_948155,2
Record_948265,2
Record_948274,2
Record_948295,1
Record_948445,2
Record_948544,2
Record_948573,2
Record_948574,2
Record_948591,2
Record_948724,0
Record_948788,0
Record_948800,1
Record_948884,2
Record_948885,2
Record_949783,2
Record_949786,2
Record_949804,2
Record_949851,0
Record_949864,2
Record_950040,2
Record_950154,2
Record_950248,2
Record_950281,2
Record_950297,2
Record_950307,2
Record_950373,2
Record_950585,1
Record_950589,2
Record_950632,2
Record_950671,2
Record_950718,2
Record_950741,2
Record_950885,2
Record_951151,2
Record_951194,2
Record_951208,2
Record_951216,2
Record_951362,2
Record_951433,2
Record_951485,1
Record_951642,0
Record_951824,2
Record_951834,2
Record_951836,2
Record_952017,2
Record_952221,2
Record_952308,2
Record_952358,2
Record_952864,2
Record_953034,2
Record_953227,2
Record_953402,2
Record_953586,2
Record_953654,2
Record_953950,2
Record_953959,2
Record_953985,2
Record_954020,2
Record_954056,2
Record_954058,2
Record_954105,2
Record_954153,2
Record_954276,0
Record_954304,2
Record_954582,2
Record_954897,2
Record_955000,2
Record_955080,2
Record_955119,2
Record_955344,2
Record_955671,2
Record_955748,2
Record_955822,2
Record_956258,2
Record_956301,0
Record_956837,2
Record_956955,2
Record_957163,2
Record_957355,2
Record_957402,2
Record_957408,2
Record_957660,2
Record_957722,2
Record_957962,2
Record_957984,2
Record_958738,2
Record_958768,2
Record_958878,2
Record_958982,2
Record_959077,2
Record_959373,2
Record_919634,1
Record_959829,2
Record_959897,2
Record_959947,2
Record_959936,2
Record_959985,2
Record_960470,2
Record_960565,2
Record_960664,2
Record_960807,2
Record_960980,2
Record_961017,2
Record_961046,2
Record_961224,2
Record_961246,0
Record_961505,2
Record_961637,2
Record_961740,2
Record_961787,2
Record_962264,1
Record_962604,2
Record_962653,2
Record_962655,2
Record_962926,2
Record_963478,2
Record_963627,2
Record_963874,2
Record_963940,2
Record_963946,2
Record_964054,2
Record_964063,2
Record_964241,2
Record_964354,0
Record_964394,2
Record_965333,2
Record_965439,0
Record_965660,2
Record_966071,0
Record_966246,2
Record_966489,0
Record_966962,2
Record_967044,2
Record_967343,2
Record_967363,2
Record_967399,2
Record_967433,2
Record_967503,2
Record_968098,2
Record_968131,2
Record_968187,2
Record_968193,2
Record_924849,2
Record_968481,1
Record_968652,2
Record_969398,2
Record_969536,2
Record_969783,0
Record_969873,2
Record_969910,2
Record_970143,2
Record_970291,2
Record_970731,2
Record_970892,2
Record_970921,0
Record_971063,2
Record_971073,2
Record_971154,0
Record_971309,2
Record_971517,2
Record_971633,0
Record_971645,2
Record_972205,0
Record_972445,2
Record_972448,0
Record_972888,2
Record_973044,2
Record_973150,2
Record_973223,2
Record_973300,2
Record_973429,2
Record_973453,2
Record_973691,2
Record_974081,0
Record_974295,2
Record_974301,2
Record_974334,2
Record_847915,1
Record_974702,2
Record_974897,2
Record_975113,0
Record_975883,2
Record_975954,2
Record_976143,2
Record_976333,2
Record_976394,2
Record_976508,2
Record_976616,2
Record_976620,2
Record_976660,2
Record_976668,2
Record_976674,2
Record_976881,0
Record_976885,2
Record_976966,2
Record_977013,2
Record_977250,2
Record_977312,2
Record_977604,2
Record_977616,2
Record_978192,2
Record_978215,2
Record_978246,2
Record_978344,2
Record_978375,0
Record_978483,2
Record_978812,2
Record_978841,0
Record_978904,2
Record_978966,2
Record_979068,2
Record_979103,2
Record_979170,2
Record_979293,2
Record_979620,2
Record_979669,2
Record_979698,2
Record_979726,0
Record_980065,2
Record_980507,2
Record_980646,2
Record_980720,2
Record_980817,2
