application_id,outcome,monthly_income,effective_monthly_income,monthly_stable_income,monthly_gig_income,income_stability_score,income_regularity_score,has_verifiable_income,income_sources_count,income_trend,income_trend_pct,average_balance,minimum_balance,maximum_balance,days_in_overdraft,overdraft_frequency,overdraft_days_per_month,end_of_month_average,failed_payments_count,failed_payments_count_45d,bank_charges_count_90d,gambling_percentage,gambling_frequency,debt_collection_activity,new_credit_providers_90d,savings_activity,savings_behavior_score,has_gambling_concern,has_failed_payment_concern,has_new_credit_burst,flag_low_income_stability,flag_low_debt_management,flag_low_credit_activity,flag_no_savings,risk_flag_count,risk_tier,debt_to_income_ratio,essential_ratio,monthly_disposable,post_loan_disposable,disposable_ratio,max_affordable_amount,monthly_debt_payments,monthly_hcstc_payments,active_hcstc_count,active_hcstc_count_90d,monthly_essential_total,monthly_discretionary_total,error
RECORD_787904,2,4207.79,4207.79,0.0,3.9499999999999997,79.7,40.0,0.0,1.0,increasing,35.4,261.93,1.31,1506.83,0.0,0.0,0.0,261.93,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,10.8,3.0,3637.38,3390.78,86.4,1500.0,454.27333333333326,27.560000000000002,3.0,3.0,116.13333333333334,0.0,
RECORD_787997,1,2135.925,2135.925,0.0,27.4975,34.8,80.0,0.0,1.0,increasing,42.1,-214.97,-596.61,1260.46,74.0,8.0,24.67,-214.97,2.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,FLAG,6.2,31.0,1399.17,1152.57,65.5,1500.0,131.95500000000004,0.0,1.0,1.0,574.3775000000003,30.424999999999997,
RECORD_788135,2,5166.511666666667,5166.511666666667,4228.886666666667,0.0,87.7,60.0,1.0,1.0,stable,9.0,-90.51,-1829.34,2197.21,151.0,18.0,50.33,-90.51,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,11.9,70.8,1197.07,950.47,23.2,1500.0,612.2833333333334,136.42833333333337,5.0,3.0,2985.873333333331,371.2833333333335,
RECORD_788211,2,2006.0283333333334,2006.0283333333332,0.0,1.4349999999999998,94.1,60.0,0.0,1.0,stable,3.9,-1475.88,-2541.88,83.59,103.0,1.0,34.33,-1475.88,12.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,FLAG,7.9,6.1,1734.37,1487.77,86.5,1500.0,159.04833333333332,51.666666666666664,3.0,2.0,103.025,9.58,
RECORD_788214,2,6944.053333333333,6944.053333333333,5098.233333333333,0.0,76.5,60.0,1.0,1.0,decreasing,-11.6,115.89,-313.79,1080.31,72.0,55.0,24.0,115.89,0.0,0.0,0.0,0.5,2.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,16.1,62.2,1855.06,1608.46,26.7,1500.0,1114.8833333333332,174.35000000000002,2.0,2.0,3446.12333333333,527.9849999999998,
RECORD_788563,2,3644.1083333333336,3644.1083333333336,745.5316666666666,0.0,86.1,60.0,1.0,2.0,decreasing,-12.4,-1537.32,-2146.5,741.23,248.0,3.0,82.67,-1537.32,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,10.2,73.3,816.11,569.51,22.4,1500.0,371.96833333333336,82.5,1.0,1.0,2149.518333333334,306.51000000000016,
RECORD_788565,2,3108.9500000000003,3108.95,1991.7283333333332,0.0,73.8,60.0,1.0,1.0,stable,8.3,62.54,-1449.98,3302.65,100.0,26.0,33.33,62.54,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,7.1,30.9,2008.18,1761.59,64.6,1500.0,221.68500000000003,161.68833333333336,10.0,3.0,828.7883333333332,50.291666666666686,
RECORD_788578,2,2311.6566666666668,2311.6566666666668,0.0,0.0,69.1,60.0,0.0,0.0,increasing,80.9,233.79,-481.96,1307.24,9.0,6.0,3.0,233.79,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.0,35.8,1545.41,1298.81,66.9,1500.0,0.0,0.0,0.0,0.0,604.23,162.01666666666668,
RECORD_788594,2,3976.7450000000003,3976.745,960.0,0.0,82.6,60.0,1.0,1.0,stable,-8.3,-3026.25,-3264.78,-1714.95,253.0,0.0,84.33,-3026.25,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,14.3,77.4,566.13,319.53,14.2,1046.49,569.1566666666668,236.30500000000006,5.0,5.0,2373.0916666666662,468.36999999999955,
RECORD_788597,1,6433.751666666667,6433.751666666666,1127.4716666666666,0.0,42.2,60.0,1.0,1.0,decreasing,-46.8,312.75,-198.81,2029.86,41.0,30.0,13.67,312.75,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,FLAG,1.2,51.5,3293.03,3046.43,51.2,1500.0,78.68166666666667,0.0,0.0,0.0,2532.536666666665,529.5033333333329,
RECORD_788604,2,11150.865,11150.865,35.0,0.0,70.9,60.0,1.0,1.0,increasing,29.2,758.65,-1452.02,3596.61,18.0,16.0,6.0,758.65,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,14.8,38.4,5613.18,5366.58,50.3,1500.0,1647.2966666666662,105.40500000000002,4.0,4.0,3860.901666666666,29.48833333333333,
RECORD_788641,2,9603.053333333331,9603.053333333331,569.2566666666667,0.0,67.3,60.0,1.0,1.0,decreasing,-17.6,971.2,-1862.35,4784.19,22.0,17.0,7.33,971.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,8.9,15.1,7331.86,7085.26,76.3,1500.0,853.9933333333333,122.28333333333335,1.0,1.0,370.87,1046.3333333333333,
RECORD_788731,2,3189.895,3189.895,2940.1,0.0,29.0,60.0,1.0,1.0,increasing,39.9,126.01,-2275.95,3443.3,12.0,11.0,4.0,126.01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,8.8,73.4,750.67,504.07,23.5,1420.66,282.0133333333333,0.0,0.0,0.0,1833.0916666666662,324.1216666666669,
RECORD_788913,2,3930.4300000000003,3930.4300000000003,0.0,0.0,67.8,40.0,0.0,0.0,decreasing,-13.8,344.21,-1049.93,3413.46,40.0,6.0,13.33,344.21,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,17.0,29.8,2184.07,1937.47,55.6,1500.0,668.5699999999999,560.775,15.0,5.0,938.152,139.634,
RECORD_788924,2,3699.693333333334,3699.6933333333336,2208.395,0.0,39.1,60.0,1.0,1.0,decreasing,-63.4,-894.95,-1689.92,1350.5,283.0,17.0,94.33,-894.95,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,33.3,71.1,62.28,-184.32,1.7,24.91,1232.8300000000002,0.0,0.0,0.0,2263.9033333333336,140.67500000000004,
RECORD_788963,2,4196.543333333333,4196.543333333333,0.0,0.0,45.1,60.0,0.0,0.0,decreasing,-39.4,-750.17,-1664.09,2498.98,221.0,12.0,73.67,-750.17,9.0,2.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,14.8,53.8,1477.71,1231.11,35.2,1500.0,620.3283333333333,259.30833333333334,3.0,1.0,1582.3549999999996,516.1499999999997,
RECORD_788985,2,1874.5266666666666,1874.5266666666666,0.0,5.833333333333333,86.1,60.0,0.0,1.0,stable,-3.7,450.01,-11.54,2001.54,1.0,1.0,0.33,450.01,0.0,0.0,0.0,0.0,0.0,0.0,20.0,492.35,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CLEAN,17.5,91.3,-43.41,-290.01,-2.3,0.0,327.14666666666665,17.84,1.0,1.0,1203.7849999999994,387.0016666666668,
RECORD_789285,2,2149.71,2149.71,0.0,33.46,50.0,50.0,0.0,1.0,stable,0.0,141.79,-45.48,1536.69,4.0,4.0,1.33,141.79,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.0,11.3,1926.56,1679.96,89.6,1500.0,0.0,0.0,3.0,3.0,190.52,32.63,
RECORD_789335,1,7672.3983333333335,7672.3983333333335,5969.630000000001,0.0,78.0,60.0,1.0,1.0,decreasing,-12.9,697.19,-129.69,3490.39,35.0,27.0,11.67,697.19,0.0,0.0,0.0,0.1,1.0,10.0,167.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,32.9,36.5,2579.73,2333.13,33.6,1500.0,2520.8433333333323,176.10833333333335,6.0,2.0,2315.461666666667,256.36,
RECORD_789472,2,4475.264999999999,4475.264999999999,3305.668333333333,0.0,85.6,60.0,1.0,1.0,increasing,24.0,93.32,-213.22,1770.14,209.0,58.0,69.67,93.32,0.0,0.0,0.0,0.5,7.0,0.0,62.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,30.7,59.0,669.06,422.46,15.0,1255.2,1373.5383333333332,360.21166666666664,91.0,10.0,2078.1450000000004,354.51833333333354,
RECORD_789489,2,3284.508333333333,3284.508333333333,3073.22,0.0,88.8,60.0,1.0,1.0,stable,-2.9,-464.15,-1150.04,1649.38,190.0,12.0,63.33,-464.15,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.4,59.4,1455.46,1208.86,44.3,1500.0,11.998333333333335,0.0,0.0,0.0,1354.5149999999999,462.5349999999987,
RECORD_789492,2,1801.2816666666668,1801.2816666666668,3.0416666666666665,0.0,41.3,60.0,1.0,1.0,increasing,87.6,-19.17,-924.87,367.59,49.0,25.0,16.33,-19.17,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,40.7,11.8,866.46,619.86,48.1,1500.0,732.6549999999999,420.3699999999999,3.0,3.0,103.42166666666668,98.74833333333333,
RECORD_789514,2,2532.638333333333,2532.638333333333,0.0,0.0,92.9,60.0,0.0,0.0,increasing,12.6,195.27,-97.76,2015.22,58.0,33.0,19.33,195.27,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,11.5,49.0,1079.21,832.61,42.6,1500.0,292.205,75.855,3.0,1.0,785.5233333333339,375.69666666666654,
RECORD_790008,2,6002.261666666668,6002.261666666667,1619.7616666666665,0.0,8.0,60.0,1.0,1.0,decreasing,-60.4,357.68,-1209.82,4732.66,44.0,31.0,14.67,357.68,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,21.2,22.4,3501.07,3254.47,58.3,1500.0,1273.888333333333,95.0,5.0,3.0,1189.7483333333334,37.559999999999995,
RECORD_790166,2,8217.518333333335,8217.518333333335,1209.3916666666667,10.251666666666667,45.5,60.0,1.0,3.0,decreasing,-39.4,397.21,-839.28,4184.69,32.0,26.0,10.67,397.21,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,20.2,17.3,5255.77,5009.17,64.0,1500.0,1658.445,900.04,19.0,6.0,1176.7516666666668,126.55666666666667,
RECORD_790201,2,5128.183333333333,5128.1833333333325,372.8033333333333,11.541666666666666,76.6,60.0,1.0,2.0,decreasing,-15.2,-315.08,-953.67,1184.95,248.0,11.0,82.67,-315.08,13.0,1.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,30.5,58.2,816.25,569.65,15.9,1500.0,1562.1533333333334,425.78666666666663,1.0,1.0,2336.6516666666676,413.12333333333225,
RECORD_790303,2,5559.474999999999,5559.475,40.03333333333333,0.0,78.0,60.0,1.0,1.0,increasing,17.1,292.97,-217.65,2585.49,48.0,33.0,16.0,292.97,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,42.0,72.0,-464.69,-711.29,-8.4,0.0,2336.2383333333337,1364.9983333333334,40.0,10.0,3126.1483333333335,561.7799999999975,
RECORD_790347,2,4439.556666666666,4439.556666666666,0.0,0.0,76.7,60.0,0.0,0.0,stable,-1.2,397.09,-4307.09,4553.87,88.0,20.0,29.33,397.09,7.0,2.0,3.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,57.7,3.0,1756.7,1510.1,39.6,1500.0,2562.091666666667,774.96,19.0,9.0,120.76666666666668,0.0,
RECORD_790356,1,8358.845,8358.845,795.2583333333333,901.1116666666666,64.0,60.0,1.0,2.0,increasing,10.2,140.1,-974.91,2220.58,88.0,54.0,29.33,140.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,4.7,4.6,7604.99,7358.39,91.0,1500.0,393.6416666666667,0.0,0.0,0.0,257.60999999999996,102.60333333333335,
RECORD_790359,0,333.68333333333334,333.68333333333334,0.0,0.0,0.0,60.0,0.0,0.0,increasing,788.1,36.31,-197.11,395.11,9.0,6.0,3.0,36.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,FLAG,0.0,40.9,204.29,-42.31,61.2,312.83,0.0,0.0,0.0,0.0,70.174,59.224000000000004,
RECORD_790422,2,6485.763333333332,6485.763333333332,1677.6450000000002,7.368333333333333,0.0,60.0,1.0,2.0,increasing,491.0,375.08,-1737.1,3737.78,19.0,18.0,6.33,375.08,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,19.6,68.1,1186.01,939.41,18.3,1500.0,1273.0166666666664,429.7966666666666,3.0,3.0,3895.4883333333337,131.25,
RECORD_790450,2,5461.928333333333,5461.928333333333,45.6,54.468333333333334,77.2,60.0,1.0,2.0,stable,1.4,359.8,-145.14,3691.66,49.0,32.0,16.33,359.8,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,29.4,81.9,-238.73,-485.33,-4.4,0.0,1608.305,867.8199999999998,7.0,4.0,3823.9616666666666,268.3933333333334,
RECORD_790490,2,10027.116666666667,10027.116666666667,80.83,0.0,37.8,60.0,1.0,1.0,increasing,149.0,941.63,-2552.22,6582.02,9.0,9.0,3.0,941.63,0.0,0.0,0.0,0.0,0.0,32.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,23.6,11.0,6656.32,6409.72,66.4,1500.0,2364.2983333333327,698.3683333333332,21.0,13.0,950.8683333333329,55.62833333333334,
RECORD_790640,2,6725.989999999999,6725.99,365.0,0.0,73.1,60.0,1.0,1.0,increasing,25.2,475.3,-742.0,2606.19,17.0,15.0,5.67,475.3,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,3.2,51.6,3228.69,2982.09,48.0,1500.0,213.735,87.66666666666667,4.0,3.0,1837.136666666667,1446.4283333333333,
RECORD_790772,2,5005.216666666668,5005.216666666667,0.0,0.6666666666666666,80.2,40.0,0.0,1.0,decreasing,-18.0,74.8,-980.98,1508.1,153.0,43.0,51.0,74.8,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,16.3,67.3,1090.38,843.78,21.8,1500.0,817.9649999999999,312.97666666666663,41.0,13.0,2701.690000000001,395.17999999999967,
RECORD_790845,2,5051.2,5051.199999999999,2086.9266666666663,0.0,60.2,60.0,1.0,1.0,increasing,18.7,1143.29,213.82,4728.48,0.0,0.0,0.0,1143.29,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,18.0,49.6,1836.26,1589.66,36.4,1500.0,907.4033333333332,644.8966666666665,12.0,9.0,1973.4666666666672,334.071666666667,
RECORD_791252,2,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,stable,0.0,143.74,-140.67,2558.52,12.0,2.0,4.0,143.74,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,100.0,100.0,0.0,-246.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
RECORD_791514,2,3009.405,3009.405,0.0,0.0,70.3,60.0,0.0,0.0,decreasing,-27.9,-804.61,-1729.43,1287.95,330.0,12.0,110.0,-804.61,12.0,1.0,3.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,31.4,32.7,1141.29,894.69,37.9,1500.0,946.4516666666666,570.7783333333333,53.0,15.0,627.2266666666667,294.44000000000005,
RECORD_791863,2,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,stable,0.0,659.39,486.18,1654.46,0.0,0.0,0.0,659.39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,100.0,100.0,0.0,-246.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
RECORD_791870,2,4213.6016666666665,4213.601666666667,2690.663333333334,0.0,85.3,60.0,1.0,1.0,stable,2.0,-3040.76,-3918.05,-885.78,351.0,0.0,117.0,-3040.76,1.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,35.2,42.9,1080.4,833.8,25.6,1500.0,1483.0716666666663,927.9316666666664,29.0,14.0,1589.841666666667,60.291666666666664,
RECORD_792366,2,362.2483333333334,362.24833333333333,0.0,6.4366666666666665,10.9,60.0,0.0,1.0,stable,-4.5,50.75,-7.12,506.59,4.0,3.0,1.33,50.75,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,FLAG,42.2,42.0,70.06,-176.54,19.3,40.66,152.97166666666666,103.13166666666666,1.0,1.0,129.23999999999998,9.981666666666667,
RECORD_792382,2,4516.873333333333,4516.873333333333,3321.7016666666664,0.0,85.9,60.0,1.0,1.0,stable,5.3,447.34,-1220.0,3575.27,12.0,11.0,4.0,447.34,0.0,0.0,0.0,0.4,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,11.4,71.4,971.35,724.75,21.5,1500.0,515.7983333333334,316.5083333333334,2.0,2.0,1965.81,1063.9116666666664,
RECORD_792426,2,7186.889999999999,7186.889999999999,1778.0650000000003,1.2366666666666666,19.4,60.0,1.0,2.0,decreasing,-29.1,726.44,258.95,5479.34,0.0,0.0,0.0,726.44,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,13.7,64.6,1958.42,1711.82,27.2,1500.0,983.1816666666665,288.0116666666667,11.0,8.0,3976.718333333338,268.5716666666668,
RECORD_792607,2,6978.393333333333,6978.393333333333,1768.6666666666667,0.0,0.0,60.0,1.0,1.0,increasing,10.5,-2600.05,-10318.38,9734.48,177.0,6.0,59.0,-2600.05,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,33.2,34.9,2388.46,2141.86,34.2,1500.0,2319.5916666666667,218.33833333333328,10.0,1.0,1672.496666666666,597.8483333333326,
RECORD_792662,2,2088.7616666666663,2088.7616666666663,33.333333333333336,0.0,91.2,60.0,1.0,1.0,decreasing,-11.9,112.75,-463.08,1056.49,9.0,9.0,3.0,112.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,5.6,72.8,552.67,306.07,26.5,1019.21,117.91666666666666,62.74666666666667,4.0,1.0,1034.6133333333332,383.5566666666667,
RECORD_792748,2,4033.2083333333335,4033.208333333333,0.0,6.45,69.4,60.0,0.0,1.0,stable,-4.5,301.94,-350.62,1721.9,25.0,25.0,8.33,301.94,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,18.4,37.7,1893.91,1647.31,47.0,1500.0,740.305,0.0,1.0,0.0,1210.436666666667,188.56000000000003,
RECORD_792818,1,1079.2183333333335,1079.2183333333335,0.0,0.0,74.8,60.0,0.0,0.0,increasing,26.2,98.54,-9.91,752.23,9.0,8.0,3.0,98.54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.9,37.7,691.15,444.55,64.0,1299.98,9.696666666666667,0.0,0.0,0.0,282.3133333333334,96.06,
RECORD_792825,2,12138.823333333334,12138.823333333334,186.1833333333333,0.0,25.7,60.0,1.0,1.0,decreasing,-43.2,-1880.6,-12808.98,2989.17,208.0,13.0,69.33,-1880.6,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,16.8,33.3,6414.5,6167.9,52.8,1500.0,2038.4833333333333,1047.2816666666665,78.0,20.0,3547.828333333335,138.01,
RECORD_792875,2,9147.818333333335,9147.818333333335,1989.1133333333335,0.775,74.6,60.0,1.0,2.0,increasing,45.9,214.71,-849.99,2728.65,92.0,56.0,30.67,214.71,0.0,0.0,0.0,0.1,1.0,8.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,12.2,38.5,4784.78,4538.18,52.3,1500.0,1119.1716666666669,268.1366666666667,18.0,3.0,2749.115000000001,494.75333333333293,
RECORD_792914,2,2528.2183333333332,2528.2183333333332,1699.7849999999999,0.0,69.0,60.0,1.0,1.0,stable,3.2,-849.4,-1387.43,826.38,260.0,7.0,86.67,-849.4,12.0,2.0,3.0,1.0,6.0,0.0,198.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,53.9,37.7,289.08,42.48,11.4,484.75,1363.9733333333338,75.41,19.0,8.0,767.665,107.5,
RECORD_793090,2,3279.16,3279.16,997.9083333333333,11.666666666666666,35.3,40.0,1.0,2.0,increasing,25.8,263.26,-2236.91,2418.75,5.0,5.0,1.67,263.26,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,33.8,50.7,627.79,381.19,19.1,1171.51,1109.0633333333333,145.185,5.0,2.0,1192.5649999999996,349.74333333333345,
RECORD_793165,0,2975.058333333333,2975.0583333333334,18.083333333333332,40.01833333333333,66.7,60.0,1.0,2.0,stable,4.2,-466.93,-1030.51,1029.55,237.0,14.0,79.0,-466.93,12.0,2.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,13.6,50.1,1195.69,949.09,40.2,1500.0,404.7516666666666,0.0,2.0,0.0,1165.0999999999997,209.52166666666668,
RECORD_793230,2,5979.776666666668,5979.776666666667,2660.5066666666667,0.0,47.7,60.0,1.0,1.0,decreasing,-38.0,225.04,-916.87,3724.46,114.0,30.0,38.0,225.04,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,52.8,48.7,142.48,-104.12,2.4,187.52,3154.403333333333,1863.8833333333332,8.0,3.0,2282.3100000000004,400.58000000000004,
RECORD_793512,2,3074.888333333334,3074.8883333333333,65.575,6.5683333333333325,72.1,40.0,1.0,2.0,increasing,60.8,195.75,-66.72,2508.99,6.0,6.0,2.0,195.75,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,26.5,45.2,974.68,728.08,31.7,1500.0,816.3099999999998,312.46,11.0,10.0,1053.603333333334,230.2916666666666,
RECORD_793795,1,4151.586666666666,4151.586666666666,2568.4599999999996,0.0,75.8,60.0,1.0,1.0,increasing,21.0,-1244.32,-1691.28,534.89,332.0,3.0,110.67,-1244.32,12.0,1.0,3.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,52.5,28.2,906.41,659.81,21.8,1500.0,2178.765000000002,405.3966666666667,46.0,20.0,1052.3949999999998,14.016666666666666,
RECORD_793843,1,3078.5416666666665,3078.541666666667,2494.0,0.0,56.9,60.0,1.0,1.0,increasing,77.9,176.83,-1696.03,1045.84,35.0,6.0,11.67,176.83,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,FLAG,3.6,58.7,1303.78,1057.18,42.4,1500.0,110.55166666666668,77.42,1.0,1.0,1425.6716666666664,238.54000000000002,
RECORD_793851,2,10675.77,10675.77,4001.0,0.0,50.0,60.0,1.0,1.0,stable,0.0,319.48,-62.47,1349.47,8.0,4.0,2.67,319.48,0.0,0.0,0.0,0.5,1.0,0.0,175.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,8.4,20.8,7730.86,7484.26,72.4,1500.0,899.715,33.56333333333333,2.0,2.0,1760.0300000000002,285.1600000000001,
RECORD_794118,2,4746.78,4746.78,2920.7299999999996,0.0,80.7,40.0,1.0,1.0,decreasing,-12.2,227.53,-1018.63,3116.8,70.0,28.0,23.33,227.53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,21.6,55.7,1299.51,1052.91,27.4,1500.0,1025.4616666666666,187.0633333333333,12.0,2.0,2202.415,219.39333333333337,
RECORD_794190,2,3898.225,3898.2249999999995,0.0,5.0,82.3,40.0,0.0,1.0,decreasing,-10.4,-203.26,-2556.92,776.93,206.0,13.0,68.67,-203.26,0.0,0.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,7.4,34.1,2349.72,2103.12,60.3,1500.0,289.39166666666665,64.42166666666668,16.0,7.0,709.0566666666663,550.0616666666658,
