application_id,outcome,monthly_income,effective_monthly_income,monthly_stable_income,monthly_gig_income,income_stability_score,income_regularity_score,has_verifiable_income,income_sources_count,income_trend,income_trend_pct,average_balance,minimum_balance,maximum_balance,days_in_overdraft,overdraft_frequency,overdraft_days_per_month,end_of_month_average,failed_payments_count,failed_payments_count_45d,bank_charges_count_90d,gambling_percentage,gambling_frequency,debt_collection_activity,new_credit_providers_90d,savings_activity,savings_behavior_score,has_gambling_concern,has_failed_payment_concern,has_new_credit_burst,flag_low_income_stability,flag_low_debt_management,flag_low_credit_activity,flag_no_savings,risk_flag_count,risk_tier,debt_to_income_ratio,essential_ratio,monthly_disposable,post_loan_disposable,disposable_ratio,max_affordable_amount,monthly_debt_payments,monthly_hcstc_payments,active_hcstc_count,active_hcstc_count_90d,monthly_essential_total,monthly_discretionary_total,error
RECORD_717765,2,3355.0766666666673,3355.0766666666673,0.48500000000000004,0.0,84.5,40.0,1.0,1.0,stable,2.9,-1426.98,-2738.32,-601.61,91.0,0.0,30.33,-1426.98,12.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,1.5,4.4,3170.39,2923.79,94.5,1500.0,50.0,0.0,0.0,0.0,134.685,0.0,
RECORD_717802,2,4020.308333333334,4020.3083333333334,1231.545,30.051666666666662,63.9,60.0,1.0,2.0,increasing,35.6,-113.92,-531.31,972.02,242.0,19.0,80.67,-113.92,12.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.4,73.2,1295.19,1048.59,32.2,1500.0,14.938333333333333,9.053333333333333,3.0,0.0,2346.2800000000007,363.89833333333326,
RECORD_717809,2,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,stable,0.0,346.39,-60.0,2570.76,3.0,3.0,1.0,346.39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,100.0,100.0,-35.94,-282.54,0.0,0.0,0.0,0.0,1.0,1.0,20.95,14.99,
RECORD_717844,2,7340.713333333333,7340.713333333333,3571.8266666666664,0.0,48.4,60.0,1.0,1.0,increasing,29.6,-11.41,-7449.26,2171.15,66.0,42.0,22.0,-11.41,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,FLAG,3.0,26.9,5326.2,5079.6,72.6,1500.0,218.08166666666665,17.963333333333335,12.0,4.0,1771.2349999999994,25.198333333333338,
RECORD_717915,1,4760.611666666667,4760.611666666666,3131.218333333333,21.831666666666663,69.0,60.0,1.0,2.0,decreasing,-28.9,430.57,63.28,2523.63,0.0,0.0,0.0,430.57,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,42.1,31.9,1347.04,1100.44,28.3,1500.0,2005.3049999999998,134.7916666666667,3.0,3.0,1114.7049999999997,293.565,
RECORD_717980,2,2738.8033333333333,2738.8033333333333,2132.4466666666667,0.0,84.2,40.0,1.0,1.0,stable,7.7,593.62,139.68,2591.14,0.0,0.0,0.0,593.62,0.0,0.0,0.0,0.3,1.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,64.7,47.0,-214.18,-460.78,-7.8,0.0,1772.1366666666663,542.7416666666666,12.0,5.0,1076.7383333333335,104.105,
RECORD_717989,2,4362.586666666667,4362.586666666667,107.25,0.0,62.0,60.0,1.0,1.0,increasing,15.6,411.56,-513.54,3232.03,8.0,8.0,2.67,411.56,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,12.0,45.9,2016.14,1769.54,46.2,1500.0,523.8266666666667,47.699999999999996,2.0,2.0,1809.1899999999998,13.433333333333332,
RECORD_718186,2,5227.056666666667,5227.056666666667,1464.1666666666667,0.0,64.4,60.0,1.0,1.0,increasing,66.5,5.58,-2000.0,2000.0,126.0,45.0,42.0,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.0,15.7,4480.39,4233.79,85.7,1500.0,0.0,0.0,0.0,0.0,746.6666666666666,0.0,
RECORD_718212,2,2943.383333333333,2943.3833333333337,2036.9733333333334,0.0,53.2,60.0,1.0,1.0,decreasing,-33.2,-1187.37,-2421.72,913.17,245.0,4.0,81.67,-1187.37,0.0,0.0,0.0,0.1,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,33.2,64.5,232.87,-13.73,7.9,370.78,976.3649999999999,0.0,1.0,0.0,1638.875000000001,95.27500000000003,
RECORD_718260,2,4686.963333333333,4686.963333333333,3966.08,0.0,77.8,60.0,1.0,1.0,increasing,15.0,100.58,-499.81,1430.03,69.0,40.0,23.0,100.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,7.7,32.7,2918.53,2671.93,62.3,1500.0,362.29333333333335,139.20000000000002,1.0,0.0,1266.3416666666667,139.8016666666667,
RECORD_718287,2,3185.0750000000003,3185.075,2479.1666666666665,0.0,90.3,60.0,1.0,1.0,stable,5.5,368.28,-144.39,2560.81,6.0,5.0,2.0,368.28,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,30.6,71.0,111.72,-134.88,3.5,125.15,973.3999999999999,409.3516666666667,10.0,7.0,1618.186666666667,481.7666666666666,
RECORD_718327,2,5775.463333333333,5775.463333333332,0.0,0.0,89.0,60.0,0.0,0.0,stable,4.8,-131.63,-1084.9,3270.7,190.0,18.0,63.33,-131.63,0.0,0.0,0.0,0.3,6.0,22.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,56.5,55.3,-406.07,-652.67,-7.0,0.0,3264.058333333333,1640.71,12.0,10.0,2753.698333333333,163.77333333333337,
RECORD_718345,2,3586.508333333333,3586.508333333333,2289.688333333333,0.0,85.4,40.0,1.0,1.0,stable,-2.1,292.65,-492.76,2830.01,11.0,11.0,3.67,292.65,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,19.0,36.9,1693.41,1446.82,47.2,1500.0,682.7183333333334,119.90833333333332,1.0,1.0,1114.1599999999999,96.21499999999999,
RECORD_718431,2,7945.956666666666,7945.956666666667,1224.7966666666664,4.829999999999999,25.7,60.0,1.0,2.0,decreasing,-41.7,77.17,-1155.81,10423.91,219.0,40.0,73.0,77.17,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,FLAG,14.8,64.7,1887.32,1640.72,23.8,1500.0,1178.0049999999997,0.0,0.0,0.0,2569.528333333333,2311.106666666665,
RECORD_718464,0,3967.405,3967.405,2753.1733333333336,21.75,76.8,60.0,1.0,2.0,increasing,43.1,145.18,-250.0,1904.66,42.0,36.0,14.0,145.18,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,3.4,105.4,29.43,-217.17,0.7,0.0,136.3516666666667,73.35166666666667,2.0,1.0,3794.9566666666715,6.666666666666667,
RECORD_718652,2,2298.0400000000004,2298.04,1823.4900000000005,0.24166666666666667,87.4,60.0,1.0,2.0,decreasing,-13.8,791.42,-81.09,5566.13,2.0,2.0,0.67,791.42,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,44.4,70.8,-219.55,-466.15,-9.6,0.0,1021.1033333333331,152.45833333333334,6.0,3.0,1309.8999999999994,186.585,
RECORD_718817,2,4820.376666666666,4820.376666666666,4331.8099999999995,0.0,66.0,60.0,1.0,1.0,stable,-6.5,367.97,-934.31,2033.67,21.0,18.0,7.0,367.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,16.4,21.5,3076.51,2829.91,63.8,1500.0,789.5116666666667,28.959999999999997,1.0,1.0,801.8599999999999,152.49500000000003,
RECORD_718843,2,5595.106666666667,5595.106666666667,122.33333333333333,75.98666666666666,89.4,60.0,1.0,2.0,stable,3.9,91.57,-489.99,3939.34,142.0,20.0,47.33,91.57,0.0,0.0,0.0,0.0,0.0,0.0,38.0,15.75,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CLEAN,27.8,42.2,1836.08,1589.48,32.8,1500.0,1557.5116666666668,456.0216666666667,22.0,9.0,1574.43,627.0816666666656,
RECORD_718973,2,3340.898333333333,3340.898333333333,2376.8066666666664,0.0,90.3,60.0,1.0,1.0,stable,-3.8,-435.85,-929.52,1400.3,288.0,14.0,96.0,-435.85,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,32.7,76.3,-96.7,-343.3,-2.9,0.0,1093.9983333333334,477.5716666666667,42.0,8.0,2041.7349999999994,301.8666666666668,
RECORD_719337,2,3258.568333333333,3258.5683333333336,1312.736666666667,0.0,81.1,60.0,1.0,1.0,stable,-8.0,145.47,-360.0,620.0,25.0,21.0,8.33,145.47,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.5,18.0,2682.75,2436.15,82.3,1500.0,17.166666666666668,0.0,0.0,0.0,288.4616666666667,270.19,
RECORD_719363,2,3286.770000000001,3286.770000000001,372.5583333333334,0.0,64.6,60.0,1.0,1.0,increasing,36.0,-87.52,-547.06,1572.74,189.0,20.0,63.0,-87.52,13.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,9.9,19.6,2369.78,2123.18,72.1,1500.0,326.18333333333334,131.70499999999998,4.0,1.0,535.5233333333334,55.288333333333334,
RECORD_719413,2,3104.9150000000004,3104.9150000000004,2269.4583333333335,9.623333333333333,77.4,60.0,1.0,2.0,increasing,20.4,215.6,-95.17,2369.25,9.0,9.0,3.0,215.6,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,19.4,57.7,859.27,612.67,27.7,1500.0,602.5900000000003,417.9350000000001,7.0,5.0,1480.035,163.0216666666667,
RECORD_719480,2,6496.615000000001,6496.615,2785.6283333333336,0.0,63.7,60.0,1.0,1.0,increasing,20.0,-167.38,-383.46,1523.45,215.0,23.0,71.67,-167.38,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,17.9,40.2,2941.4,2694.8,45.3,1500.0,1163.9383333333333,371.1416666666667,16.0,7.0,2224.258333333334,167.01666666666674,
RECORD_719730,2,76148.19333333333,76148.19333333333,26829.463333333333,0.0,0.0,60.0,1.0,1.0,decreasing,-40.9,11277.36,-9737.83,182574.5,7.0,7.0,2.33,11277.36,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,FLAG,1.1,73.0,20222.05,19975.45,26.6,1500.0,860.7199999999999,0.0,0.0,0.0,5273.206666666667,49792.21999999997,
RECORD_720003,2,2582.2766666666666,2582.2766666666666,2229.365,0.0,83.1,60.0,1.0,2.0,stable,-6.2,226.43,-496.63,2257.18,12.0,12.0,4.0,226.43,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,11.3,61.1,842.77,596.17,32.6,1500.0,290.54,67.09833333333333,2.0,2.0,1285.94,163.02833333333334,
RECORD_720019,2,1363.7749999999999,1363.775,814.0683333333333,0.0,0.0,60.0,1.0,1.0,increasing,684.8,235.42,0.16,2143.95,0.0,0.0,0.0,235.42,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,20.2,63.3,294.76,48.16,21.6,496.27,274.8616666666667,139.17333333333335,2.0,2.0,690.2866666666664,103.86833333333334,
RECORD_720066,2,4148.456666666666,4148.456666666666,3772.2866666666664,0.0,32.0,60.0,1.0,2.0,decreasing,-28.8,365.37,-453.77,6896.16,69.0,23.0,23.0,365.37,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,FLAG,14.5,76.9,632.52,385.92,15.2,1181.1,602.3383333333334,0.0,0.0,0.0,2757.823333333333,155.775,
RECORD_720128,2,5485.471666666667,5485.471666666666,2783.7900000000004,0.0,52.0,60.0,1.0,1.0,increasing,67.9,297.53,-649.53,6651.3,14.0,14.0,4.67,297.53,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,6.6,8.0,4715.77,4469.17,86.0,1500.0,361.71166666666664,0.0,0.0,0.0,307.58166666666665,100.41166666666668,
RECORD_720181,2,2646.268333333333,2646.268333333333,1.6666666666666667,0.5533333333333333,81.8,60.0,1.0,2.0,decreasing,-11.2,107.66,-280.23,2608.61,132.0,26.0,44.0,107.66,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,25.7,65.7,377.85,131.25,14.3,664.74,681.2649999999999,138.77166666666668,17.0,3.0,1504.7650000000003,82.38666666666666,
RECORD_720200,1,4382.590000000001,4382.59,3173.278333333334,28.06833333333333,67.3,60.0,1.0,2.0,stable,-5.0,-307.33,-721.22,1516.36,224.0,14.0,74.67,-307.33,0.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,5.9,81.4,855.07,608.47,19.5,1500.0,258.4599999999999,158.5483333333333,6.0,2.0,2963.4283333333333,305.6366666666667,
RECORD_720320,2,7689.205000000001,7689.205,657.1733333333333,2.8800000000000003,59.5,40.0,1.0,2.0,decreasing,-56.8,-332.55,-2455.74,2325.74,318.0,20.0,106.0,-332.55,3.0,0.0,1.0,1.3,40.0,0.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,16.2,98.0,-413.31,-659.91,-5.4,0.0,1246.2983333333332,26.555000000000003,3.0,3.0,6766.180000000001,90.03666666666666,
RECORD_720364,2,5156.435,5156.435,0.0,0.0,78.4,40.0,0.0,0.0,decreasing,-13.5,-2026.45,-4156.86,1422.22,147.0,8.0,49.0,-2026.45,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,32.4,37.5,1718.94,1472.34,33.3,1500.0,1669.31,839.6199999999998,31.0,13.0,1631.243333333333,136.94333333333338,
RECORD_720428,2,2039.9350000000002,2039.9350000000002,89.42666666666666,0.0,35.8,60.0,1.0,1.0,increasing,89.0,-508.09,-1524.59,1595.38,230.0,3.0,76.67,-508.09,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,FLAG,8.0,79.1,391.57,144.97,19.2,692.56,163.79666666666668,0.0,3.0,3.0,1287.8999999999996,196.67000000000004,
RECORD_720448,2,7035.450000000001,7035.450000000001,0.0,0.935,80.9,40.0,0.0,1.0,stable,9.8,-908.15,-1997.64,2627.04,224.0,23.0,74.67,-908.15,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,17.4,25.8,4155.06,3908.46,59.1,1500.0,1226.3300000000002,68.33333333333333,4.0,3.0,1644.1999999999996,9.86,
RECORD_720467,2,4877.081666666667,4877.081666666667,3186.2683333333334,0.0,76.7,60.0,1.0,1.0,increasing,43.6,197.74,-397.67,1737.8,15.0,14.0,5.0,197.74,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,11.0,66.8,1368.96,1122.36,28.1,1500.0,538.5916666666667,167.54999999999998,2.0,1.0,2890.126666666666,79.40333333333334,
RECORD_720530,1,4918.995,4918.995,1.8333333333333333,1.2550000000000001,84.9,60.0,1.0,2.0,stable,3.3,2010.66,-194.59,5182.37,1.0,1.0,0.33,2010.66,0.0,0.0,0.0,0.0,0.0,68.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,14.6,80.6,505.5,258.9,10.3,923.55,716.9083333333334,0.0,0.0,0.0,2679.153333333333,1017.4366666666659,
RECORD_720580,2,2767.908333333333,2767.908333333333,29.416666666666668,0.0,76.7,60.0,1.0,1.0,decreasing,-14.6,-873.89,-1396.15,1088.35,162.0,11.0,54.0,-873.89,0.0,0.0,0.0,0.3,3.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,37.6,48.7,478.4,231.8,17.3,868.62,1041.625,595.6233333333331,39.0,11.0,999.1716666666664,248.70666666666673,
RECORD_720627,2,5056.036666666666,5056.036666666666,4409.4349999999995,8.736666666666666,3.7,60.0,1.0,2.0,increasing,186.3,-927.48,-1447.81,904.42,328.0,8.0,109.33,-927.48,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,11.6,54.1,1953.01,1706.41,38.6,1500.0,588.9883333333333,121.00666666666665,3.0,1.0,2202.3016666666663,311.7316666666667,
RECORD_720637,2,3858.3733333333334,3858.3733333333334,1256.0,0.0,25.2,60.0,1.0,1.0,increasing,146.9,218.53,-396.21,4012.43,67.0,37.0,22.33,218.53,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,12.3,68.3,913.05,666.45,23.7,1500.0,473.66833333333335,121.48833333333334,2.0,2.0,1650.3700000000001,821.2899999999987,
RECORD_720649,1,3665.4500000000003,3665.45,646.75,3.6966666666666668,91.5,60.0,1.0,2.0,stable,8.5,-551.85,-1017.19,1609.07,291.0,10.0,97.0,-551.85,12.0,1.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,33.1,59.0,464.87,218.27,12.7,841.18,1214.8649999999998,362.61999999999995,5.0,5.0,1765.706666666667,220.00833333333338,
RECORD_720659,2,7521.813333333334,7521.8133333333335,2052.645,11.243333333333334,63.6,40.0,1.0,3.0,stable,5.0,-819.93,-1131.71,840.0,216.0,8.0,72.0,-819.93,12.0,1.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,19.4,13.3,5150.21,4903.61,68.5,1500.0,1461.3733333333334,338.9216666666667,5.0,4.0,895.1916666666665,15.038333333333334,
RECORD_720701,2,517.3166666666666,517.3166666666666,0.0,0.0,64.9,60.0,0.0,0.0,stable,8.5,60.41,-119.99,405.0,12.0,9.0,4.0,60.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,18.9,99.6,-63.87,-310.47,-12.3,0.0,97.64666666666668,0.0,0.0,0.0,318.7283333333333,164.80666666666667,
RECORD_720849,2,5828.079999999999,5828.08,676.6383333333332,0.0,70.9,60.0,1.0,2.0,increasing,24.7,61.65,-1350.0,1558.13,110.0,35.0,36.67,61.65,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,12.8,17.7,4086.95,3840.35,70.1,1500.0,745.5733333333332,154.84333333333333,3.0,3.0,347.22833333333335,648.3333333333334,
RECORD_720861,2,0.04,0.04,0.0,0.0,50.0,50.0,0.0,0.0,stable,0.0,5.0,0.0,30.23,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,FLAG,0.0,53615.8,-19.46,-266.06,-48641.7,0.0,0.0,0.0,0.0,0.0,19.496666666666666,0.0,
RECORD_720945,2,1930.295,1930.295,523.6683333333334,0.0,64.5,60.0,1.0,1.0,decreasing,-21.4,64.57,-175.63,517.91,34.0,27.0,11.33,64.57,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,12.5,29.9,1159.17,912.57,60.1,1500.0,240.43,0.0,0.0,0.0,472.0366666666666,58.65833333333334,
RECORD_720976,2,5565.878333333333,5565.878333333333,3448.41,0.0,47.0,60.0,1.0,1.0,increasing,103.9,292.85,-940.0,3198.61,53.0,23.0,17.67,292.85,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,19.7,71.7,699.48,452.88,12.6,1316.86,1093.8916666666667,280.3966666666666,6.0,4.0,2168.4816666666666,1604.0299999999997,
RECORD_721016,2,2705.006666666666,2705.006666666666,1941.928333333333,0.0,90.8,40.0,1.0,1.0,stable,1.0,-334.59,-732.09,1464.22,198.0,13.0,66.0,-334.59,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,18.5,66.7,559.48,312.88,20.7,1033.0,499.3466666666666,252.33166666666662,43.0,11.0,1593.725,52.458333333333336,
RECORD_721305,2,2857.5533333333333,2857.5533333333333,259.58,0.0,85.2,40.0,1.0,1.0,stable,2.8,-1463.31,-2002.99,290.69,342.0,2.0,114.0,-1463.31,12.0,1.0,3.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,54.6,17.9,833.17,586.57,29.2,1500.0,1558.944999999998,477.1616666666666,35.0,9.0,457.7933333333334,7.6416666666666675,
RECORD_721316,2,5455.028333333334,5455.028333333334,708.8750000000001,73.02666666666666,7.1,60.0,1.0,2.0,increasing,194.6,1121.4,-198.36,6413.08,24.0,17.0,8.0,1121.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,FLAG,6.1,48.8,2682.05,2435.45,49.2,1500.0,330.495,111.14999999999999,3.0,3.0,2194.763333333331,247.7183333333334,
RECORD_721336,2,7627.778333333333,7627.778333333334,6500.786666666667,0.0,73.7,60.0,1.0,1.0,decreasing,-22.6,724.11,-202.34,3111.29,16.0,14.0,5.33,724.11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,7.1,70.9,2133.56,1886.96,28.0,1500.0,539.8066666666666,0.0,0.0,0.0,4543.9749999999985,410.43833333333333,
RECORD_721714,2,3161.7566666666667,3161.7566666666667,2211.8733333333334,0.0,46.1,60.0,1.0,1.0,increasing,56.3,293.34,-1199.49,5323.86,13.0,13.0,4.33,293.34,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,FLAG,5.8,71.2,905.96,659.36,28.7,1500.0,184.49833333333333,0.0,0.0,0.0,1814.4899999999998,256.805,
RECORD_721952,2,9772.571666666667,9772.571666666667,6457.503333333333,2.618333333333333,71.6,60.0,1.0,2.0,increasing,13.5,241.49,-3087.71,6872.14,135.0,14.0,45.0,241.49,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,20.2,80.5,575.58,328.98,5.9,1065.66,1970.1516666666664,572.7166666666668,26.0,10.0,6401.611666666668,825.226666666666,
RECORD_722247,2,2715.9183333333335,2715.9183333333335,2470.9183333333335,0.0,78.5,60.0,1.0,1.0,increasing,13.3,856.16,8.0,3347.04,0.0,0.0,0.0,856.16,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,10.7,77.2,509.03,262.43,18.7,930.72,291.78666666666663,178.64999999999998,13.0,6.0,1814.0466666666666,101.05333333333333,
RECORD_722267,2,6515.183333333334,6515.183333333334,5512.951666666668,0.0,78.6,60.0,1.0,1.0,increasing,20.3,637.26,-2107.49,4451.22,42.0,17.0,14.0,637.26,0.0,0.0,0.0,0.0,1.0,13.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,21.5,75.7,594.42,347.82,9.1,1103.86,1403.6183333333333,434.885,11.0,7.0,4177.649999999999,339.4916666666668,
RECORD_722269,2,5554.378333333333,5554.378333333333,0.0,0.0,87.7,60.0,0.0,0.0,decreasing,-10.4,910.67,-390.0,10599.98,10.0,10.0,3.33,910.67,0.0,0.0,0.0,3.0,20.0,0.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,CLEAN,34.6,64.5,320.63,74.03,5.8,548.73,1920.1516666666662,269.0566666666667,6.0,4.0,2709.0916666666676,604.4999999999993,
RECORD_722301,2,2548.0533333333333,2548.0533333333333,0.0,0.0,88.2,60.0,0.0,0.0,stable,-5.4,-485.49,-2209.24,1462.19,250.0,1.0,83.33,-485.49,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,WATCH,10.1,15.0,1933.12,1686.52,75.9,1500.0,258.15166666666664,202.64666666666665,3.0,1.0,248.61333333333306,108.17166666666668,
RECORD_722524,2,20430.56833333334,20430.568333333336,127.35666666666667,0.0,39.6,60.0,1.0,1.0,increasing,176.3,-544.92,-9362.8,9801.79,153.0,7.0,51.0,-544.92,298.0,19.0,118.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,WATCH,9.5,60.5,7191.17,6944.57,35.2,1500.0,1946.1699999999994,0.0,2.0,0.0,10673.280000000002,619.9499999999999,
RECORD_722639,2,4397.276666666667,4397.276666666667,10.0,0.0,56.7,60.0,1.0,1.0,decreasing,-27.0,483.14,-1319.42,4257.31,62.0,46.0,20.67,483.14,0.0,0.0,0.0,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,WATCH,21.2,42.7,1741.94,1495.34,39.6,1500.0,933.7233333333334,135.33,2.0,1.0,1574.5249999999996,147.0916666666667,
